3.812781954887218205e+01,1.325864661654135261e+02,4.533947891619614893e+03
3.537781954887218205e+01,1.325864661654135261e+02,4.602126939063449754e+03
4.087781954887218205e+01,1.325864661654135261e+02,4.452964123818095686e+03
3.812781954887218205e+01,1.658364661654135261e+02,6.135350052994929683e+03
3.812781954887218205e+01,9.933646616541352614e+01,7.858642639041499024e+03
5.089473684210526017e+01,2.394736842105263008e+01,2.110472956870104554e+03
4.239473684210526017e+01,2.394736842105263008e+01,1.627161011080331946e+03
5.939473684210526017e+01,2.394736842105263008e+01,2.836384966523469302e+03
5.089473684210526017e+01,3.582236842105263008e+01,1.542001751157226863e+03
5.089473684210526017e+01,1.207236842105263008e+01,4.011232357697153020e+03
6.166454352441613196e+01,1.591443736730360854e+02,4.811857450435541978e+03
5.166454352441613196e+01,1.591443736730360854e+02,5.499017692659496788e+03
7.166454352441613196e+01,1.591443736730360854e+02,4.661212109123201117e+03
6.166454352441613196e+01,1.787693736730360854e+02,7.059113444671348589e+03
6.166454352441613196e+01,1.395193736730360854e+02,3.801815098109399514e+03
7.143902439024390105e+01,4.248170731707317316e+01,2.172986575131800237e+03
6.943902439024390105e+01,4.248170731707317316e+01,2.066597551548948104e+03
7.343902439024390105e+01,4.248170731707317316e+01,2.280407241057971078e+03
7.143902439024390105e+01,6.298170731707317316e+01,3.083856237714352574e+03
7.143902439024390105e+01,2.198170731707317316e+01,4.312198030455922890e+03
1.009854368932038824e+02,5.155825242718446333e+01,3.782534513015164521e+03
8.773543689320388239e+01,5.155825242718446333e+01,2.755170581203601159e+03
1.142354368932038824e+02,5.155825242718446333e+01,5.102210685253517113e+03
1.009854368932038824e+02,7.730825242718447043e+01,5.976565893345272343e+03
1.009854368932038824e+02,2.580825242718446333e+01,6.084428744005449516e+03
1.084761904761904674e+02,1.600367965367965155e+02,6.305768647846560270e+03
9.747619047619046739e+01,1.600367965367965155e+02,6.988129758955203215e+03
1.194761904761904674e+02,1.600367965367965155e+02,6.488798968660383252e+03
1.084761904761904674e+02,1.792867965367965155e+02,7.910056538311975601e+03
1.084761904761904674e+02,1.407867965367965155e+02,3.506203464374732448e+03
1.609811320754716917e+02,2.933018867924528195e+01,8.903966900450499452e+03
1.529811320754716917e+02,2.933018867924528195e+01,8.378485977127493243e+03
1.689811320754716917e+02,2.933018867924528195e+01,9.419650829753440121e+03
1.609811320754716917e+02,4.258018867924528195e+01,9.263598380594143237e+03
1.609811320754716917e+02,1.608018867924528195e+01,8.114961647653495675e+03
1.723450980392156850e+02,9.651372549019608016e+01,7.594945832555004017e+03
1.645950980392156850e+02,9.651372549019608016e+01,8.397804262742849460e+03
1.800950980392156850e+02,9.651372549019608016e+01,7.487081383350418946e+03
1.723450980392156850e+02,1.071387254901960802e+02,1.010432750445057172e+04
1.723450980392156850e+02,8.588872549019608016e+01,4.915940052035441113e+03
1.990873786407767057e+02,1.733689320388349415e+02,9.300750616946887021e+03
1.760873786407767057e+02,1.733689320388349415e+02,8.596792988772938770e+03
2.220873786407767057e+02,1.733689320388349415e+02,9.233873115090673309e+03
1.990873786407767057e+02,1.862439320388349415e+02,8.577437877703931008e+03
1.990873786407767057e+02,1.604939320388349415e+02,9.018012632958623726e+03
2.322222222222222001e+02,1.788888888888888928e+01,3.952236360722149584e+03
2.087222222222222001e+02,1.788888888888888928e+01,4.611485020729944154e+03
2.557222222222222001e+02,1.788888888888888928e+01,3.945309045984648947e+03
2.322222222222222001e+02,2.651388888888888928e+01,3.057470254867345830e+03
2.322222222222222001e+02,9.263888888888889284e+00,4.646730501973249375e+03
2.017517006802721085e+02,8.993537414965986443e+01,7.394587710518755557e+03
1.960017006802721085e+02,8.993537414965986443e+01,7.261617421126607951e+03
2.075017006802721085e+02,8.993537414965986443e+01,5.878018963626584082e+03
2.017517006802721085e+02,1.021853741496598644e+02,3.181721648239623391e+03
2.017517006802721085e+02,7.768537414965986443e+01,5.777866265594925608e+03
2.180342679127726058e+02,1.048722741433021923e+02,3.304398411969679273e+03
2.147842679127726058e+02,1.048722741433021923e+02,3.157527041873117469e+03
2.212842679127726058e+02,1.048722741433021923e+02,3.423116862001019854e+03
2.180342679127726058e+02,1.182472741433021923e+02,2.713557048577470141e+03
2.180342679127726058e+02,9.149727414330219233e+01,4.549544754352932614e+03
2.390931372549019613e+02,1.180000000000000000e+02,3.267971524759426757e+03
2.328431372549019613e+02,1.180000000000000000e+02,3.255718808415832427e+03
2.453431372549019613e+02,1.180000000000000000e+02,3.259350826858090841e+03
2.390931372549019613e+02,1.350000000000000000e+02,5.525055838196672994e+03
2.390931372549019613e+02,1.010000000000000000e+02,4.311515169559085734e+03
1.380000000000000000e+02,1.000000000000000000e+02,8.281590163934426528e+03
1.330000000000000000e+02,1.000000000000000000e+02,9.006200819672130820e+03
1.430000000000000000e+02,1.000000000000000000e+02,7.544684426229508063e+03
1.380000000000000000e+02,1.500000000000000000e+02,7.022315115399325805e+03
1.380000000000000000e+02,5.000000000000000000e+01,7.413301393727515460e+03
1.530210970464135016e+02,1.407468354430379804e+02,6.852797488032104411e+03
1.505210970464135016e+02,1.407468354430379804e+02,7.082651229954582050e+03
1.555210970464135016e+02,1.407468354430379804e+02,6.995412408630219943e+03
1.530210970464135016e+02,1.703718354430379804e+02,8.479799775417704950e+03
1.530210970464135016e+02,1.111218354430379804e+02,6.522549491092409880e+03
2.623533568904593380e+02,1.290659599528857484e+02,4.629337727080843251e+03
2.563533568904593380e+02,1.290659599528857484e+02,4.539933440879353839e+03
2.683533568904593380e+02,1.290659599528857484e+02,4.695852283086496755e+03
2.623533568904593380e+02,1.644409599528857484e+02,8.413466737844737509e+03
2.623533568904593380e+02,9.369095995288574841e+01,5.491964091660453960e+03
1.650000000000000000e+01,1.000000000000000000e+02,6.513874999999999091e+03
8.250000000000000000e+00,1.000000000000000000e+02,5.790968749999999091e+03
2.475000000000000000e+01,1.000000000000000000e+02,7.168718750000000000e+03
1.650000000000000000e+01,1.500000000000000000e+02,5.622231587179507187e+03
1.650000000000000000e+01,5.000000000000000000e+01,8.810092021061589548e+03
2.870000000000000000e+02,1.000000000000000000e+02,4.772492555831669051e+03
2.805000000000000000e+02,1.000000000000000000e+02,4.924916950992959755e+03
2.935000000000000000e+02,1.000000000000000000e+02,4.671353686279950125e+03
2.870000000000000000e+02,1.500000000000000000e+02,6.116765826469006242e+03
2.870000000000000000e+02,5.000000000000000000e+01,8.304374811089981449e+03
